name,email,phone,website,address,city,state,niche,rating,reviewCount,lastReviewDate,reviewsLink,competitorName,competitorReviewCount,lane,sourceQuery,qa_flags,qa_recommendation
Connecticut Veterinary Center,r.perez@ctvetcenter.com,+1 860-233-8564,http://ctvetcenter.com/,"470 Oakwood Ave, West Hartford, CT 06110",West Hartford,Connecticut,Veterinarian,3.6,476,,https://search.google.com/local/reviews?placeid=ChIJR7bFd9es54kRDYzVFmLF-YY&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Connecticut, USA",,ok
VCA Veterinary Specialists of CT,justina_marie54@hotmail.com,+1 860-236-3273,https://vcahospitals.com/veterinary-specialists-ct%3Futm_source%3Dmaps%26utm_medium%3Dorganic%26utm_campaign%3DAU_1260,"993 N Main St, West Hartford, CT 06117",West Hartford,Connecticut,Emergency veterinarian service,3.6,752,,https://search.google.com/local/reviews?placeid=ChIJ649MTnCr54kRFichEOiDfVI&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
VCA Veterinary Specialists of CT,mooschue@gmail.com,+1 860-236-3273,https://vcahospitals.com/veterinary-specialists-ct%3Futm_source%3Dmaps%26utm_medium%3Dorganic%26utm_campaign%3DAU_1260,"993 N Main St, West Hartford, CT 06117",West Hartford,Connecticut,Emergency veterinarian service,3.6,752,,https://search.google.com/local/reviews?placeid=ChIJ649MTnCr54kRFichEOiDfVI&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
Central Hospital For Veterinary Medicine,ravenribbs@gmail.com,+1 203-865-0878,http://www.centralpetvet.com/,"4 Devine St, North Haven, CT 06473",North Haven,Connecticut,Veterinarian,3.6,698,,https://search.google.com/local/reviews?placeid=ChIJs6DUhM_Z54kRpNm4FYvYVqs&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
Central Hospital For Veterinary Medicine,mpapero3@aol.com,+1 203-865-0878,http://www.centralpetvet.com/,"4 Devine St, North Haven, CT 06473",North Haven,Connecticut,Veterinarian,3.6,698,,https://search.google.com/local/reviews?placeid=ChIJs6DUhM_Z54kRpNm4FYvYVqs&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
Central Hospital For Veterinary Medicine,twilightgo@aol.com,+1 203-865-0878,http://www.centralpetvet.com/,"4 Devine St, North Haven, CT 06473",North Haven,Connecticut,Veterinarian,3.6,698,,https://search.google.com/local/reviews?placeid=ChIJs6DUhM_Z54kRpNm4FYvYVqs&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
Manchester Veterinary Clinic,amykauz@yahoo.com,+1 860-646-5170,https://www.thrivepetcare.com/locations/connecticut/manchester/manchester-veterinary-clinic/%3Futm_source%3Dgmb%26utm_medium%3Dweb,"156 Spencer St, Manchester, CT 06040",Manchester,Connecticut,Animal hospital,4.7,378,,https://search.google.com/local/reviews?placeid=ChIJiXUvjCdX5okRM6B3PiOvC1g&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Connecticut, USA",personal_email_domain,review_before_live
Cornell University Veterinary Specialists,emazzaferro@hotmail.com,+1 203-595-2777,http://www.cuvs.org/,"880 Canal St, Stamford, CT 06902",Stamford,Connecticut,Veterinarian,4.3,438,,https://search.google.com/local/reviews?placeid=ChIJOxMEsGGfwokRPCB8LgKrYy8&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
Cornell University Veterinary Specialists,inez_earth@yahoo.com,+1 203-595-2777,http://www.cuvs.org/,"880 Canal St, Stamford, CT 06902",Stamford,Connecticut,Veterinarian,4.3,438,,https://search.google.com/local/reviews?placeid=ChIJOxMEsGGfwokRPCB8LgKrYy8&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
Veterinary Urgent and Wellcare Center,veterinaryurgentandwellcare@gmail.com,+1 860-321-1420,https://www.plainvillevet.com/,"19 Pine St, Plainville, CT 06062",Plainville,Connecticut,Veterinarian,4.2,637,,https://search.google.com/local/reviews?placeid=ChIJA6Y1w92x54kR49W4sZWXkJ0&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
Veterinary Urgent and Wellcare Center,vsatyender@gmail.com,+1 860-321-1420,https://www.plainvillevet.com/,"19 Pine St, Plainville, CT 06062",Plainville,Connecticut,Veterinarian,4.2,637,,https://search.google.com/local/reviews?placeid=ChIJA6Y1w92x54kR49W4sZWXkJ0&q=*&authuser=0&hl=en&gl=US,,,relay,"veterinary, Connecticut, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
