name,email,phone,website,address,city,state,niche,rating,reviewCount,lastReviewDate,reviewsLink,competitorName,competitorReviewCount,lane,sourceQuery
JNR Plumbing LLC,jason@jnrplumbing.com,+1 203-803-2346,https://www.jnrplumbing.com/%3Futm_source%3Dgoogle%26utm_medium%3Dgbp%26utm_campaign%3Dmaps,"130 Lenox Ave STE 32, Stamford, CT 06906",Stamford,Connecticut,Plumber,4.9,984,,https://search.google.com/local/reviews?placeid=ChIJL_R0fZqhwokR-dONDxf8o44&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA"
JNR Plumbing LLC,info@nwsewer.com,+1 203-803-2346,https://www.jnrplumbing.com/%3Futm_source%3Dgoogle%26utm_medium%3Dgbp%26utm_campaign%3Dmaps,"130 Lenox Ave STE 32, Stamford, CT 06906",Stamford,Connecticut,Plumber,4.9,984,,https://search.google.com/local/reviews?placeid=ChIJL_R0fZqhwokR-dONDxf8o44&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA"
JNR Plumbing LLC,jnrplumbingllc@gmail.com,+1 203-803-2346,https://www.jnrplumbing.com/%3Futm_source%3Dgoogle%26utm_medium%3Dgbp%26utm_campaign%3Dmaps,"130 Lenox Ave STE 32, Stamford, CT 06906",Stamford,Connecticut,Plumber,4.9,984,,https://search.google.com/local/reviews?placeid=ChIJL_R0fZqhwokR-dONDxf8o44&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA"
"Advance Plumbing & Heating, Inc.",azplumbers@aol.com,+1 860-232-3053,https://www.advanceplumbingheating.com/,"700 N Mountain Rd, Newington, CT 06111",Newington,Connecticut,Plumber,4.8,683,,https://search.google.com/local/reviews?placeid=ChIJs28uEjat54kRPLczkTId6s4&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA"
bluefrog Plumbing + Drain of Central Connecticut,ncfazzinoplumbing@gmail.com,+1 203-937-2772,https://www.bluefrogplumbingcentralct.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,"121 N Plains Industrial Rd Unit R, Wallingford, CT 06492",Wallingford,Connecticut,Plumber,4.8,545,,https://search.google.com/local/reviews?placeid=ChIJh814gXLJ54kR6u3Rowl263I&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA"
bluefrog Plumbing + Drain of Central Connecticut,csr@bfplumbingct.com,+1 203-937-2772,https://www.bluefrogplumbingcentralct.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp,"121 N Plains Industrial Rd Unit R, Wallingford, CT 06492",Wallingford,Connecticut,Plumber,4.8,545,,https://search.google.com/local/reviews?placeid=ChIJh814gXLJ54kR6u3Rowl263I&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA"
Pickwick Plumbing & Heating,info@pickwickpros.com,+1 203-531-6100,https://pickwickpros.com/,"777 West Putnam Avenue Suite 300, Greenwich, CT 06830",Greenwich,Connecticut,Plumber,5,331,,https://search.google.com/local/reviews?placeid=ChIJl8uWYGFZEosRVLKiCWU4BM4&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA"
All State Plumbing Pros,allstateplumbingct@gmail.com,+1 203-456-3636,https://allstateplumbingct.com/,"39 Kenosia Ave, Danbury, CT 06810",Danbury,Connecticut,Plumber,4.9,212,,https://search.google.com/local/reviews?placeid=ChIJa-qojMZX3YkR-0nhbsW16Qk&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA"
Onze Southern Connecticut Plumbing & Heating,office@onzescph.com,+1 203-693-8267,https://southernctplumbingheating.com/residential-plumbing/%3Futm_campaign%3Dgmb,"77 Warfield St, Milford, CT 06461",Milford,Connecticut,Plumber,5,122,,https://search.google.com/local/reviews?placeid=ChIJy0SPqSh16IkRffEPcIhsI28&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA"
Joe the Plumber,joey@joeyperras.com,+1 860-614-7157,http://www.calljoetheplumber.com/,"350 Chapel Rd Unit 1, South Windsor, CT 06074",South Windsor,Connecticut,Plumber,4.7,633,,https://search.google.com/local/reviews?placeid=ChIJnTAJhnBW5okRC1FVEKlfz1w&q=*&authuser=0&hl=en&gl=US,,,relay,"plumber, Connecticut, USA"
