name,email,phone,website,address,city,state,niche,rating,reviewCount,lastReviewDate,reviewsLink,competitorName,competitorReviewCount,lane,sourceQuery,qa_flags,qa_recommendation
Atlantic Heating & Air Conditioning,joniorio@atlantic-heat.com,+1 508-709-1335,https://www.atlantic-heat.com/,"116 Cypress St, Brookline, MA 02445",Brookline,Massachusetts,HVAC contractor,4.9,374,,https://search.google.com/local/reviews?placeid=ChIJlW_S4KN544kRjWtQ0QVE-w4&q=*&authuser=0&hl=en&gl=US,,,relay,"HVAC contractor, Massachusetts, USA",,ok
New England Ductless,cbullock119@gmail.com,+1 617-644-4692,https://newenglandductless.com/%3Futm_source%3DGBP%26utm_medium%3Dorganic,"267 Libbey Pkwy Suite B, Weymouth, MA 02189",Weymouth,Massachusetts,HVAC contractor,4.8,864,,https://search.google.com/local/reviews?placeid=ChIJm5bPEEV844kRUUTipMUWSUA&q=*&authuser=0&hl=en&gl=US,,,relay,"HVAC contractor, Massachusetts, USA",personal_email_domain,review_before_live
Central Cooling & Heating,mcaples@centralcooling.com,+1 781-604-1138,https://centralcooling.com/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dlisting,"9 N Maple St, Woburn, MA 01801",Woburn,Massachusetts,HVAC contractor,4.9,3356,,https://search.google.com/local/reviews?placeid=ChIJEas64yt144kRM5-XQsjeN_Y&q=*&authuser=0&hl=en&gl=US,,,relay,"HVAC contractor, Massachusetts, USA",,ok
KEN's HVAC SERVICE,contact@kenhvacservice.com,+1 857-488-7470,https://kenhvacservice.com/,"28 College Farm Rd, Waltham, MA 02451",Waltham,Massachusetts,HVAC contractor,5,107,,https://search.google.com/local/reviews?placeid=ChIJpcBv7zzSpGgRyLmVBplcOCQ&q=*&authuser=0&hl=en&gl=US,,,relay,"HVAC contractor, Massachusetts, USA",,ok
Smart Climate HVAC,mysmartclimate@gmail.com,+1 857-654-7555,http://mysmartclimate.com/,"292 Page St B, Stoughton, MA 02072",Stoughton,Massachusetts,HVAC contractor,4.9,97,,https://search.google.com/local/reviews?placeid=ChIJjQ5NFziF5IkREByDVFfmO68&q=*&authuser=0&hl=en&gl=US,,,relay,"HVAC contractor, Massachusetts, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
Smart Climate HVAC,info@mysmartclimate.com,+1 857-654-7555,http://mysmartclimate.com/,"292 Page St B, Stoughton, MA 02072",Stoughton,Massachusetts,HVAC contractor,4.9,97,,https://search.google.com/local/reviews?placeid=ChIJjQ5NFziF5IkREByDVFfmO68&q=*&authuser=0&hl=en&gl=US,,,relay,"HVAC contractor, Massachusetts, USA",multiple_contacts_same_business,review_before_live
armus mechanical,armusinfo@gmail.com,+1 508-521-9477,https://armusmech.net/,"143 Main St, Lakeville, MA 02347",Lakeville,Massachusetts,HVAC contractor,5,452,,https://search.google.com/local/reviews?placeid=ChIJY9XAOzKN5IkREwptoDTQa1M&q=*&authuser=0&hl=en&gl=US,,,relay,"HVAC contractor, Massachusetts, USA",personal_email_domain;multiple_contacts_same_business,review_before_live
armus mechanical,info@armusmech.net,+1 508-521-9477,https://armusmech.net/,"143 Main St, Lakeville, MA 02347",Lakeville,Massachusetts,HVAC contractor,5,452,,https://search.google.com/local/reviews?placeid=ChIJY9XAOzKN5IkREwptoDTQa1M&q=*&authuser=0&hl=en&gl=US,,,relay,"HVAC contractor, Massachusetts, USA",multiple_contacts_same_business,review_before_live
New England Air Hvac Massachusetts,jmahonhvac@gmail.com,+1 508-290-6144,https://neairhvac.com/,"19 Overlook Ridge Terrace #121, Revere, MA 02151",Revere,Massachusetts,HVAC contractor,4.9,32,,https://search.google.com/local/reviews?placeid=ChIJK1GBJgBz44kRBFytN6m1bB0&q=*&authuser=0&hl=en&gl=US,,,relay,"HVAC contractor, Massachusetts, USA",personal_email_domain,review_before_live
Hampden County HVAC Inc. | Mass Save Certified Installer,info@hampdenhvac.com,+1 413-219-1119,https://hampdenhvac.com/,"387 Main St, Indian Orchard, MA 01105",Indian Orchard,Massachusetts,HVAC contractor,4.8,107,,https://search.google.com/local/reviews?placeid=ChIJgZiEiutHZo4RXsmHGY2BAyQ&q=*&authuser=0&hl=en&gl=US,,,relay,"HVAC contractor, Massachusetts, USA",,ok
"Northshore HVAC/R Services, Inc.",service@nshvacr.com,+1 857-207-5522,http://www.northshorehvacr.com/,"260 Nashua Rd N, North Billerica, MA 01862",North Billerica,Massachusetts,HVAC contractor,4.9,92,,https://search.google.com/local/reviews?placeid=ChIJZ3HNYzwS44kRj920pUTERrk&q=*&authuser=0&hl=en&gl=US,,,relay,"HVAC contractor, Massachusetts, USA",,ok
